Gene,Symbol,Description
DDB_G0283197,DDB_G0283197,C2H2-type zinc finger-containing protein
DDB_G0284105,DDB_G0284105,C2H2-type zinc finger-containing protein
DDB_G0285673,DDB_G0285673,C2H2-type zinc finger-containing protein
DDB_G0288277,DDB_G0288277,C2H2-type zinc finger-containing protein
DDB_G0288859,DDB_G0288859,C2H2-type zinc finger-containing protein
DDB_G0290029,DDB_G0290029,C2H2-type zinc finger-containing protein
DDB_G0290105,DDB_G0290105,C2H2-type zinc finger-containing protein
DDB_G0291342,DDB_G0291342,C2H2-type zinc finger-containing protein
DDB_G0272082,DDB_G0272082,C3HC4-type zinc finger-containing protein
DDB_G0278935,rad18,C3HC4-type zinc finger-containing protein
DDB_G0282115,DDB_G0282115,C3HC4-type zinc finger-containing protein
DDB_G0286961,rbrA,C3HC4-type zinc finger-containing protein
DDB_G0287171,DDB_G0287171,C3HC4-type zinc finger-containing protein
DDB_G0279205,DDB_G0279205,CAATT-binding protein
DDB_G0290849,zmpste24,CAAX prenyl protease
DDB_G0284217,DDB_G0284217,CAF1 family protein
DDB_G0285269,DDB_G0285269,CAF1 family protein
DDB_G0269880,DDB_G0269880,CAIB/BAIF family protein
DDB_G0279925,mlkA,CAM kinase
DDB_G0271550,DDB_G0271550,CAMK1 family protein kinase
DDB_G0275057,DDB_G0275057,CAMK1 family protein kinase
DDB_G0279831,DDB_G0279831,CAMK1 family protein kinase
DDB_G0282429,DDB_G0282429,CAMK1 family protein kinase
DDB_G0284661,DDB_G0284661,CAMK1 family protein kinase
DDB_G0289119,pXi,CAMK1 family protein kinase
DDB_G0292624,DDB_G0292624,CAMK1 family protein kinase
DDB_G0279405,DDB_G0279405,CAMKK family protein kinase
DDB_G0276527,DDB_G0276527,CAMKL family protein kinase
DDB_G0279629,lkb1,CAMKL family protein kinase
DDB_G0280133,DDB_G0280133,CAMKL family protein kinase
DDB_G0281895,mrkC,CAMKL family protein kinase
DDB_G0285643,mrkB,CAMKL family protein kinase
DDB_G0292304,mrkA,CAMKL family protein kinase
DDB_G0275177,sigI,CBS domain-containing protein
DDB_G0278953,DDB_G0278953,CBS domain-containing protein
DDB_G0289609,DDB_G0289609,CBS domain-containing protein
DDB_G0267870,rnf113,CCCH-type zinc finger-containing protein
DDB_G0270148,cpsf4,CCCH-type zinc finger-containing protein
DDB_G0277543,DDB_G0277543,CCCH-type zinc finger-containing protein
DDB_G0287897,DDB_G0287897,CCCH-type zinc finger-containing protein
DDB_G0290649,DDB_G0290649,CCCH-type zinc finger-containing protein
DDB_G0292410,DDB_G0292410,CCCH-type zinc finger-containing protein
DDB_G0292686,dus3l,CCCH-type zinc finger-containing protein
DDB_G0280393,DDB_G0280393,CCHC-type zinc finger-containing protein
DDB_G0284245,DDB_G0284245,CCHC-type zinc finger-containing protein
DDB_G0285077,u2af1,CCHC-type zinc finger-containing protein
DDB_G0291966,DDB_G0291966,CCHC-type zinc finger-containing protein
DDB_G0293554,sf1,CCHC-type zinc finger-containing protein
DDB_G0272813,cdk1,CDC2 subfamily protein kinase
DDB_G0288065,cdcD,CDC48 family AAA ATPase
DDB_G0292152,cdc7,CDC7 family protein kinase
DDB_G0267442,cdk8,CDK family protein kinase
DDB_G0268480,cdk10,CDK family protein kinase
DDB_G0272797,DDB_G0272797,CDK family protein kinase
DDB_G0273207,cdk9-1,CDK family protein kinase
DDB_G0273721,cdk9-2,CDK family protein kinase
DDB_G0274007,DDB_G0274007,CDK family protein kinase
DDB_G0278487,DDB_G0278487,CDK family protein kinase
DDB_G0283279,cdk11,CDK family protein kinase
DDB_G0285417,cdk7,CDK family protein kinase
DDB_G0288677,cdk5,CDK family protein kinase
DDB_G0292550,DDB_G0292550,CDK family protein kinase
DDB_G0289079,mnat1,CDK-activating kinase assembly factor MAT1
DDB_G0271794,captA,CDP-alcohol phosphatidyltransferase
DDB_G0275235,captD,CDP-alcohol phosphatidyltransferase
DDB_G0276763,captC,CDP-alcohol phosphatidyltransferase
DDB_G0278947,captB,CDP-alcohol phosphatidyltransferase
DDB_G0269742,cdsA,CDP-diacylglycerol synthase
DDB_G0273203,snf12-1,CHC group protein
DDB_G0273725,snf12-2,CHC group protein
DDB_G0284799,DDB_G0284799,CHCH domain-containing protein
DDB_G0279373,DDB_G0279373,CHE group protein
DDB_G0267556,DDB_G0267556,CHR group protein
DDB_G0267638,DDB_G0267638,CHR group protein
DDB_G0271052,DDB_G0271052,CHR group protein
DDB_G0274965,DDB_G0274965,CHR group protein
DDB_G0280705,DDB_G0280705,CHR group protein
DDB_G0281441,ercc6,CHR group protein
DDB_G0281559,DG1080,CHR group protein
DDB_G0281949,helE,CHR group protein
DDB_G0282997,rad54,CHR group protein
DDB_G0284171,DDB_G0284171,CHR group protein
DDB_G0285117,rad54b,CHR group protein
DDB_G0285205,DDB_G0285205,CHR group protein
DDB_G0286219,DDB_G0286219,CHR group protein
DDB_G0288873,DDB_G0288873,CHR group protein
DDB_G0292358,ino80,CHR group protein
DDB_G0293012,DDB_G0293012,CHR group protein
DDB_G0293120,DDB_G0293120,CHR group protein
DDB_G0276885,casK,CK2 family protein kinase
DDB_G0286481,DDB_G0286481,CK2 family protein kinase
DDB_G0286491,clcE,CLC 1/2 family protein
DDB_G0293130,clcF,CLC 1/2 family protein
DDB_G0276229,clcC,CLC 6/7 family protein
DDB_G0276865,clcB,CLC 6/7 family protein
DDB_G0278639,clcD,CLC 6/7 family protein
DDB_G0294096,clcA,CLC 6/7 family protein
DDB_G0271286,clasp,CLIP-associating protein
DDB_G0281179,clkA,CLK family protein kinase
DDB_G0271914,DDB_G0271914,"CMP/dCMP deaminase, zinc-binding domain-containing protein"
DDB_G0282255,DDB_G0282255,"CMP/dCMP deaminase, zinc-binding domain-containing protein"
DDB_G0288019,DDB_G0288019,"CMP/dCMP deaminase, zinc-binding domain-containing protein"
DDB_G0274527,DDB_G0274527,COBW domain-containing protein
DDB_G0281589,DDB_G0281589,COBW domain-containing protein
DDB_G0292074,commd1,COMM domain-containing protein 1
DDB_G0275249,commd10,COMM domain-containing protein 10
DDB_G0284879,commd2,COMM domain-containing protein 2
DDB_G0283795,commd3,COMM domain-containing protein 3
DDB_G0277089,commd4,COMM domain-containing protein 4
DDB_G0274791,commd5,COMM domain-containing protein 5
DDB_G0286077,commd6,COMM domain-containing protein 6
DDB_G0275055,commd7,COMM domain-containing protein 7
DDB_G0292688,commd8,COMM domain-containing protein 8
DDB_G0283587,CSN1,COP9 signalosome complex subunit 1
DDB_G0289361,CSN2,COP9 signalosome complex subunit 2
DDB_G0291848,CSN3,COP9 signalosome complex subunit 3
DDB_G0293844,CSN4,COP9 signalosome complex subunit 4
DDB_G0284597,CSN5,COP9 signalosome complex subunit 5
DDB_G0293180,CSN6,COP9 signalosome complex subunit 6
DDB_G0271282,CSN7,COP9 signalosome complex subunit 7
DDB_G0275471,CSN8,COP9 signalosome complex subunit 8
DDB_G0281585,cpsf1,CPSF domain-containing protein
DDB_G0282569,sf3b3,CPSF domain-containing protein
DDB_G0278031,DDB_G0278031,CRAL/TRIO domain-containing protein
DDB_G0284463,maea,CT11-RanBPM domain-containing protein
DDB_G0290365,ctdspl2,CTD small phosphatase-like protein 2
DDB_G0280567,ctps,CTP synthase
DDB_G0276025,zakA,CZAK family protein kinase
DDB_G0276187,pyk4,CZAK family protein kinase
DDB_G0283385,splA,CZAK family protein kinase
DDB_G0283397,DDB_G0283397,CZAK family protein kinase
DDB_G0285463,DDB_G0285463,CZAK family protein kinase
DDB_G0292564,iplA,Ca2+ channel
DDB_G0276883,canA,"CaM-dependent protein phosphatase, catalytic subunit"
DDB_G0267446,cnbA,"CaM-dependent protein phosphatase, regulatory subunit"
DDB_G0269624,mgp3,Cdc15/Fes/CIP4 domain-containing protein
DDB_G0270024,mgp2,Cdc15/Fes/CIP4 domain-containing protein
DDB_G0271676,DDB_G0271676,Cdc15/Fes/CIP4 domain-containing protein
DDB_G0274695,DDB_G0274695,Cdc15/Fes/CIP4 domain-containing protein
DDB_G0283899,mgp4,Cdc15/Fes/CIP4 domain-containing protein
DDB_G0290233,mgp1,Cdc15/Fes/CIP4 domain-containing protein
DDB_G0274221,colB,Cna B-type domain-containing protein
DDB_G0281507,colC,Cna B-type domain-containing protein
DDB_G0284983,colD,Cna B-type domain-containing protein
DDB_G0292696,colA,Cna B-type domain-containing protein
DDB_G0273291,ddo-2,D-amino-acid:oxygen oxidoreductase
DDB_G0273783,ddo-1,D-amino-acid:oxygen oxidoreductase
DDB_G0270836,fbp,"D-fructose-1,6-bisphosphate 1-phosphohydrolase"
DDB_G0281101,ldhA,D-lactate dehydrogenase
DDB_G0291273,dtd,D-tyrosyl-tRNA deacylase
DDB_G0272608,stip-1,D111/G-patch domain-containing protein
DDB_G0274035,stip-2,D111/G-patch domain-containing protein
DDB_G0279593,DDB_G0279593,D111/G-patch domain-containing protein
DDB_G0270566,DDB_G0270566,DDHD domain-containing protein
DDB_G0276935,DDB_G0276935,DDHD domain-containing protein
DDB_G0268224,DDB_G0268224,DDT domain-containing protein
DDB_G0282237,DDB_G0282237,DDT domain-containing protein
DDB_G0287361,ddx41,DEAD box protein abstrakt
DDB_G0281553,helC,DEAD-box RNA helicase
DDB_G0292914,DDB_G0292914,DEAD-box RNA helicase
DDB_G0267516,dhx57,DEAD/DEAH box helicase
DDB_G0269306,dhx35,DEAD/DEAH box helicase
DDB_G0269966,ddx1,DEAD/DEAH box helicase
DDB_G0270042,ascc3l,DEAD/DEAH box helicase
DDB_G0270110,dhx33,DEAD/DEAH box helicase
DDB_G0270396,ddx49,DEAD/DEAH box helicase
DDB_G0271708,ddx31,DEAD/DEAH box helicase
DDB_G0274325,ddx52,DEAD/DEAH box helicase
DDB_G0275443,helB1,DEAD/DEAH box helicase
DDB_G0275633,DDB_G0275633,DEAD/DEAH box helicase
DDB_G0277211,DDB_G0277211,DEAD/DEAH box helicase
DDB_G0277527,ddx20,DEAD/DEAH box helicase
DDB_G0277857,helB2,DEAD/DEAH box helicase
DDB_G0280147,ddx47,DEAD/DEAH box helicase
DDB_G0280407,ddx56,DEAD/DEAH box helicase
DDB_G0281711,ddx27,DEAD/DEAH box helicase
DDB_G0281841,ddx24,DEAD/DEAH box helicase
DDB_G0281925,DDB_G0281925,DEAD/DEAH box helicase
DDB_G0282741,ddx18,DEAD/DEAH box helicase
DDB_G0283661,ddx3,DEAD/DEAH box helicase
DDB_G0284017,ddx10,DEAD/DEAH box helicase
DDB_G0285213,dhx15,DEAD/DEAH box helicase
DDB_G0285843,helD,DEAD/DEAH box helicase
DDB_G0285937,dhx16,DEAD/DEAH box helicase
DDB_G0286621,BRIP1,DEAD/DEAH box helicase
DDB_G0287351,dhx37,DEAD/DEAH box helicase
DDB_G0288501,ddx42,DEAD/DEAH box helicase
DDB_G0290389,ascc3,DEAD/DEAH box helicase
DDB_G0291183,dhx8,DEAD/DEAH box helicase
DDB_G0291588,ddx55,DEAD/DEAH box helicase
DDB_G0291804,ddx6,DEAD/DEAH box helicase
DDB_G0293036,ddx5,DEAD/DEAH box helicase
DDB_G0293168,ddx17,DEAD/DEAH box helicase
DDB_G0293740,ddx51,DEAD/DEAH box helicase
DDB_G0294407,helF,DEAD/DEAH box helicase
DDB_G0269146,ifdA,DEAD/DEAH box helicase domain-containing protein
DDB_G0269192,tifA,DEAD/DEAH box helicase domain-containing protein
DDB_G0274777,DDB_G0274777,DEAD/DEAH box helicase domain-containing protein
DDB_G0268404,DDB_G0268404,DENN domain-containing protein
DDB_G0287935,DDB_G0287935,DENN domain-containing protein
DDB_G0287961,DDB_G0287961,DENN domain-containing protein
DDB_G0288237,DDB_G0288237,DENN domain-containing protein
DDB_G0290193,DDB_G0290193,DENN domain-containing protein
DDB_G0291906,DDB_G0291906,DENN domain-containing protein
DDB_G0279099,DDB_G0279099,DEP domain containing protein
DDB_G0286127,roco8,DEP domain-containing protein
DDB_G0291079,gbpC,DEP domain-containing protein
DDB_G0269850,DDB_G0269850,DG1041 family protein
DDB_G0278875,DDB_G0278875,DG1041 family protein
DDB_G0272372,gxcM,DH domain-containing protein
DDB_G0279123,gxcCC,DH domain-containing protein
DDB_G0293124,kxcB,DH domain-containing protein
DDB_G0293978,gxcJ,DH domain-containing protein
DDB_G0276997,DDB_G0276997,DHHC-type zinc finger-containing protein
DDB_G0280329,DDB_G0280329,DHHC-type zinc finger-containing protein
DDB_G0275407,txnl4a,DIM1-like protein
DDB_G0276405,PFP1,DJ-1/ThiJ/PfpI family protein
DDB_G0285969,DDB_G0285969,DJ-1/ThiJ/PfpI family protein
DDB_G0281933,nola4,DKCLD domain-containing protein
DDB_G0288047,dnmA,DNA -methyltransferase
DDB_G0267682,ercc1,DNA excision repair protein 1
DDB_G0284419,ercc4,DNA excision repair protein 4
DDB_G0276481,ercc8,DNA excision repair protein 8
DDB_G0277925,pif1,DNA helicase
DDB_G0274493,lig1,DNA ligase I
DDB_G0268614,msh6,DNA mismatch repair protein
DDB_G0275809,msh2,DNA mismatch repair protein
DDB_G0275999,msh1,DNA mismatch repair protein
DDB_G0281683,msh3,DNA mismatch repair protein
DDB_G0283957,msh4,DNA mismatch repair protein
DDB_G0284747,msh5,DNA mismatch repair protein
DDB_G0287447,DDB_G0287447,"DNA polymerase III, epsilon subunit"
DDB_G0271272,DDB_G0271272,DNA polymerase V family protein
DDB_G0284713,polB,DNA polymerase X family protein
DDB_G0282191,polA1,DNA polymerase alpha catalytic subunit
DDB_G0270442,polA3,DNA polymerase alpha primase subunit
DDB_G0285853,DDB_G0285853,DNA polymerase alpha primase subunit
DDB_G0282731,polA2,DNA polymerase alpha subunit B
DDB_G0285381,polD1,DNA polymerase delta catalytic subunit
DDB_G0281641,polD2,DNA polymerase delta subunit 2
DDB_G0272222,ybl1,DNA polymerase epsilon p17 subunit 3
DDB_G0271608,polZ,DNA polymerase zeta catalytic subunit
DDB_G0276073,recA,DNA recombination protein
DDB_G0292786,rad50,DNA recombination/repair protein
DDB_G0270392,cpsf2,DNA repair metallo-beta-lactamase domain-containing protein
DDB_G0274799,cpsf3,DNA repair metallo-beta-lactamase domain-containing protein
DDB_G0277755,dclre1,DNA repair metallo-beta-lactamase domain-containing protein
DDB_G0292296,rad4,DNA repair protein Rad4 family protein
DDB_G0283205,top1,DNA topoisomerase I
DDB_G0270418,top2,DNA topoisomerase II
DDB_G0279737,top2mt,DNA topoisomerase II
DDB_G0275257,top3,DNA topoisomerase III
DDB_G0271050,magA,DNA-3-methyladenine glycosylase I
DDB_G0273201,DDB_G0273201,DNA-binding HORMA domain-containing protein
DDB_G0273727,DDB_G0273727,DNA-binding HORMA domain-containing protein
DDB_G0267416,rpmA,DNA-dependent RNA polymerase
DDB_G0281167,dnapkcs,DNA-dependent protein kinase subunit
DDB_G0282739,rpb4,DNA-directed RNA polymerase II subunit 4
DDB_G0284891,rpb7,DNA-directed RNA polymerase II subunit 7
DDB_G0268660,DDB_G0268660,DNA2/NAM7 helicase family protein
DDB_G0268662,DDB_G0268662,DNA2/NAM7 helicase family protein
DDB_G0274399,DDB_G0274399,DNA2/NAM7 helicase family protein
DDB_G0267994,DDB_G0267994,DNAJ heat shock N-terminal domain-containing protein
DDB_G0278179,DDB_G0278179,DNAJ heat shock N-terminal domain-containing protein
DDB_G0284263,DDB_G0284263,DNAJ heat shock N-terminal domain-containing protein
DDB_G0285613,DDB_G0285613,DNAJ heat shock N-terminal domain-containing protein
DDB_G0285765,DDB_G0285765,DNAJ heat shock N-terminal domain-containing protein
DDB_G0286251,dnajc3,DNAJ heat shock N-terminal domain-containing protein
DDB_G0288639,DDB_G0288639,DNAJ heat shock N-terminal domain-containing protein
DDB_G0292980,dph4,DNAJ heat shock N-terminal domain-containing protein
DDB_G0268888,zizD,DOCK family protein
DDB_G0270404,docB,DOCK family protein
DDB_G0275035,zizA,DOCK family protein
DDB_G0275239,zizC,DOCK family protein
DDB_G0284725,docD,DOCK family protein
DDB_G0291974,docA,DOCK family protein
DDB_G0292004,docC,DOCK family protein
DDB_G0293084,zizB,DOCK family protein
DDB_G0270284,DDB_G0270284,DOMON domain-containing protein
DDB_G0279437,DDB_G0279437,DOMON domain-containing protein
DDB_G0283271,DDB_G0283271,DOMON related domain-containing protein
DDB_G0271626,dotA,DOT1 domain-containing protein
DDB_G0289001,pyk3,DPYK family protein kinase
DDB_G0279083,utp20,DRIM domain-containing protein
DDB_G0281557,drkD,DRK subfamily protein kinase
DDB_G0281899,drkC,DRK subfamily protein kinase
DDB_G0289709,drkB,DRK subfamily protein kinase
DDB_G0289791,drkA,DRK subfamily protein kinase
DDB_G0287633,DDB_G0287633,DSS1/SEM1 family protein
DDB_G0295773,DDB_G0295773,DUF1077 family protein
DDB_G0284777,DDB_G0284777,DUF1183 family protein
DDB_G0287645,DDB_G0287645,DUF1222 family protein
DDB_G0289707,DDB_G0289707,DUF125 family protein
DDB_G0279829,DDB_G0279829,DUF1295 family protein
DDB_G0272054,DDB_G0272054,DUF1325 family protein
DDB_G0288287,DDB_G0288287,DUF1649 family protein
DDB_G0280235,DDB_G0280235,DUF1682 family protein
DDB_G0287157,DDB_G0287157,DUF1683 family protein
DDB_G0280993,DDB_G0280993,DUF1692 family protein
DDB_G0286505,DDB_G0286505,DUF171 family protein
DDB_G0272178,DDB_G0272178,DUF1715 family protein
DDB_G0279965,DDB_G0279965,DUF1731 family protein
DDB_G0283719,DDB_G0283719,DUF1740 family protein
DDB_G0283963,fam32,DUF1754 family protein
DDB_G0279535,DDB_G0279535,DUF1777 family protein
DDB_G0272614,DDB_G0272614,DUF1794 family protein
DDB_G0274025,DDB_G0274025,DUF1794 family protein
DDB_G0282615,midA,DUF185 family protein
DDB_G0285663,DDB_G0285663,DUF214 family protein
DDB_G0278631,DDB_G0278631,DUF250 family protein
DDB_G0281773,mon1,DUF254 family protein
DDB_G0270776,DDB_G0270776,DUF255 family protein
DDB_G0284369,DDB_G0284369,DUF298 family protein
DDB_G0279301,CAX1,DUF307 family protein
DDB_G0293946,DDB_G0293946,DUF339 family protein
DDB_G0270972,DDB_G0270972,DUF341 family protein
DDB_G0281815,DDB_G0281815,DUF410 family protein
DDB_G0269770,fam63A,DUF544 family protein
DDB_G0281445,fam63B,DUF544 family protein
DDB_G0283801,fam96B,DUF59 family protein
DDB_G0292558,fam96A,DUF59 family protein
DDB_G0293626,DDB_G0293626,DUF590 family protein
DDB_G0275599,DDB_G0275599,DUF599 family protein
DDB_G0288549,DDB_G0288549,DUF602 family protein
DDB_G0274237,DDB_G0274237,DUF614 family protein
DDB_G0277179,DDB_G0277179,DUF647 family protein
DDB_G0278315,DDB_G0278315,DUF647 family protein
DDB_G0278373,DDB_G0278373,"DUF71, ATP-binding region-containing protein"
DDB_G0275413,DDB_G0275413,DUF726 family protein
DDB_G0277789,DDB_G0277789,DUF726 family protein
DDB_G0287745,DDB_G0287745,DUF733 family protein
DDB_G0277313,DDB_G0277313,DUF747 family protein
DDB_G0275713,DDB_G0275713,DUF781 family protein
DDB_G0291576,DDB_G0291576,DUF781 family protein
DDB_G0280399,tmem93,DUF786 family protein
DDB_G0281177,tmem208,DUF788 family protein
DDB_G0289583,DDB_G0289583,DUF814 family protein
DDB_G0278115,DDB_G0278115,DUF829 family protein
DDB_G0285447,DDB_G0285447,DUF829 family protein
DDB_G0278153,tmem111,DUF850 family protein
DDB_G0270194,DDB_G0270194,DUF866 family protein
DDB_G0287003,DDB_G0287003,DUF914 family protein
DDB_G0269062,DDB_G0269062,DUF974 family protein
DDB_G0288899,pigM,DXD motif-containing protein
DDB_G0277485,dyrk1,DYRK family protein kinase
DDB_G0279703,prpf4B,DYRK family protein kinase
DDB_G0283605,yakA,DYRK family protein kinase
DDB_G0293750,dyrk2,DYRK family protein kinase
DDB_G0282261,ech1,Delta-Delta-dienoyl-CoA isomerase
DDB_G0284407,erg24,Delta-sterol reductase
DDB_G0292464,DDB_G0292464,DiGeorge syndrome critical region 14-like protein
DDB_G0283535,DG1104,DmX-like protein
DDB_G0271388,DDB_G0271388,Dor1-like protein
DDB_G0273083,DDB_G0273083,Dyp-type peroxidase family protein
DDB_G0273789,DDB_G0273789,Dyp-type peroxidase family protein
DDB_G0277397,DG1122,E set domain-containing protein
DDB_G0271096,atg7,E1-like enzyme family protein
DDB_G0293306,uba5,E1-like enzyme family protein
