Gene,Symbol,Synonyms,Description,Other IDs,Type of gene,Chromosome,Map location,Locus tag,Symbol from nomenclature authority,Full name from nomenclature authority,Nomenclature status,Other designations,Species,Taxonomy ID
DDB_G0275473,rps24,"DDBDRAFT_0167120, DDBDRAFT_0231063, DDB_0167120, DDB_0231063",40S ribosomal protein S24,dictyBase: DDB_G0275473,protein-coding,2,,DDB_G0275473,,,,[],44689,352472
DDB_G0271148,rps25,"DDBDRAFT_0202849, DDBDRAFT_0215350, DDB_0202849, DDB_0215350",40S ribosomal protein S25,dictyBase: DDB_G0271148,protein-coding,2,,DDB_G0271148,,,,[],44689,352472
DDB_G0281677,rps26,"DDBDRAFT_0204601, DDBDRAFT_0231064, DDB_0204601, DDB_0231064",40S ribosomal protein S26,dictyBase: DDB_G0281677,protein-coding,3,,DDB_G0281677,,,,[],44689,352472
DDB_G0277635,rps27,"DDBDRAFT_0203425, DDBDRAFT_0231065, DDB_0203425, DDB_0231065",40S ribosomal protein S27,dictyBase: DDB_G0277635,protein-coding,2,,DDB_G0277635,,,,[],44689,352472
DDB_G0285597,rps28,"DDBDRAFT_0186596, DDBDRAFT_0231067, DDB_0186596, DDB_0231067",40S ribosomal protein S28,dictyBase: DDB_G0285597,protein-coding,4,,DDB_G0285597,,,,[],44689,352472
DDB_G0272308,rps29,"DDBDRAFT_0206545, DDBDRAFT_0231066, DDB_0206545, DDB_0231066",40S ribosomal protein S29,dictyBase: DDB_G0272308,protein-coding,2,,DDB_G0272308,,,,[],44689,352472
DDB_G0293000,rps3,"DDBDRAFT_0201667, DDBDRAFT_0219830, DDB_0201667, DDB_0219830",40S ribosomal protein S3,dictyBase: DDB_G0293000,protein-coding,6,,DDB_G0293000,,,,[],44689,352472
DDB_G0273191,rps30-1,"DDBDRAFT_0168098, DDBDRAFT_0231068, DDB_0168098, DDB_0231068",40S ribosomal protein S30,dictyBase: DDB_G0273191,protein-coding,2,,DDB_G0273191,,,,[],44689,352472
DDB_G0273743,rps30-2,"DDBDRAFT_0217285, DDBDRAFT_0266781, DDB_0217285, DDB_0266781",40S ribosomal protein S30,dictyBase: DDB_G0273743,protein-coding,2,,DDB_G0273743,,,,[],44689,352472
DDB_G0277345,rps3a,"DDBDRAFT_0217947, DDBDRAFT_0230021, DDB_0217947, DDB_0230021",40S ribosomal protein S3a,dictyBase: DDB_G0277345,protein-coding,2,,DDB_G0277345,,,,[],44689,352472
DDB_G0272825,rps4,"DDBDRAFT_0168933, DDBDRAFT_0185063, DDB_0168933, DDB_0185063",40S ribosomal protein S4,dictyBase: DDB_G0272825,protein-coding,2,,DDB_G0272825,,,,[],44689,352472
DDB_G0286075,rps5,"DDBDRAFT_0186804, DDBDRAFT_0230022, DDB_0186804, DDB_0230022",40S ribosomal protein S5,dictyBase: DDB_G0286075,protein-coding,4,,DDB_G0286075,,,,[],44689,352472
DDB_G0280823,rps6,"DDBDRAFT_0204746, DDBDRAFT_0230023, DDB_0204746, DDB_0230023",40S ribosomal protein S6,dictyBase: DDB_G0280823,protein-coding,3,,DDB_G0280823,,,,[],44689,352472
DDB_G0289025,rps7,"DDBDRAFT_0188217, DDBDRAFT_0230024, DDB_0188217, DDB_0230024",40S ribosomal protein S7,dictyBase: DDB_G0289025,protein-coding,5,,DDB_G0289025,,,,[],44689,352472
DDB_G0291864,rps8,"DDBDRAFT_0184097, DDBDRAFT_0230025, DDB_0184097, DDB_0230025",40S ribosomal protein S8,dictyBase: DDB_G0291864,protein-coding,6,,DDB_G0291864,,,,[],44689,352472
DDB_G0289877,rps9,"DDBDRAFT_0188661, DDBDRAFT_0191528, DDB_0188661, DDB_0191528",40S ribosomal protein S9,dictyBase: DDB_G0289877,protein-coding,5,,DDB_G0289877,,,,"[""ribosomal protein 1024""]",44689,352472
DDB_G0270316,rpsA,"DDBDRAFT_0190962, DDBDRAFT_0230016, DDB_0190962, DDB_0230016",40S ribosomal protein SA,dictyBase: DDB_G0270316,protein-coding,1,,DDB_G0270316,,,,[],44689,352472
DDB_G0290483,abcE1,"DDBDRAFT_0188931, DDBDRAFT_0191227, DDB_0188931, DDB_0191227","4Fe-4S ferredoxin, iron-sulfur binding domain-containing protein",dictyBase: DDB_G0290483,protein-coding,5,,DDB_G0290483,,,,"[""ABC transporter-related protein"", ""RNaseL inhibitor-like protein""]",44689,352472
DDB_G0274351,DDB_G0274351,"DDBDRAFT_0167914, DDBDRAFT_0238385, DDB_0167914, DDB_0238385",5'-3' exonuclease domain-containing protein,dictyBase: DDB_G0274351,protein-coding,2,,DDB_G0274351,,,,[],44689,352472
DDB_G0269922,xrn2,"DDBDRAFT_0190674, DDBDRAFT_0237528, DDB_0190674, DDB_0237528",5'-3' exoribonuclease,dictyBase: DDB_G0269922,protein-coding,1,,DDB_G0269922,,,,"[""CCHC-type zinc finger-containing protein""]",44689,352472
DDB_G0276137,xrn1,"DDBDRAFT_0169529, DDBDRAFT_0237529, DDB_0169529, DDB_0237529",5'-3' exoribonuclease,dictyBase: DDB_G0276137,protein-coding,2,,DDB_G0276137,,,,[],44689,352472
DDB_G0281151,DDB_G0281151,"DDBDRAFT_0204043, DDBDRAFT_0233015, DDB_0204043, DDB_0233015",5'3'-exonuclease N- and I-domain-containing protein,dictyBase: DDB_G0281151,protein-coding,3,,DDB_G0281151,,,,"[""DNA repair XPGC family protein""]",44689,352472
DDB_G0291570,exo1,"DDBDRAFT_0183988, DDBDRAFT_0232997, DDB_0183988, DDB_0232997",5'3'-exonuclease N- and I-domain-containing protein,dictyBase: DDB_G0291570,protein-coding,6,,DDB_G0291570,,,,[],44689,352472
DDB_G0280763,hemA,"DDBDRAFT_0204714, DDBDRAFT_0231416, DDB_0204714, DDB_0231416",5-aminolevulinate synthase,dictyBase: DDB_G0280763,protein-coding,3,,DDB_G0280763,,,,"[""ALA synthase""]",44689,352472
DDB_G0284699,mtr,"DDBDRAFT_0186149, DDBDRAFT_0230138, DDB_0186149, DDB_0230138",5-methyltetrahydrofolate:L-homocysteine S-methyltransferase,dictyBase: DDB_G0284699,protein-coding,4,,DDB_G0284699,,,,"[""cobalamin-dependent methionine synthase"", ""dihydropteroate synthase"", ""methionine synthase""]",44689,352472
DDB_G0284953,oplah,"DDBDRAFT_0186276, DDBDRAFT_0304678, DDB_0186276, DDB_0304678",5-oxo-L-proline amidohydrolase,dictyBase: DDB_G0284953,protein-coding,4,,DDB_G0284953,,,,"[""5-oxoprolinase""]",44689,352472
DDB_G0275095,mgmt,"DDBDRAFT_0167468, DDBDRAFT_0232973, DDB_0167468, DDB_0232973",6-O-methylguanine-DNA methyltransferase,dictyBase: DDB_G0275095,protein-coding,2,,DDB_G0275095,,,,"[""methylated-DNA-[protein]-cysteine S-methyltransferase""]",44689,352472
DDB_G0277885,gnd,"DDBDRAFT_0204421, DDBDRAFT_0215011, DDB_0204421, DDB_0215011",6-phosphogluconate dehydrogenase,dictyBase: DDB_G0277885,protein-coding,3,,DDB_G0277885,,,,[],44689,352472
DDB_G0279095,ptsA,"DDBDRAFT_0232952, DDB_0232952",6-pyruvoyltetrahydropterin synthase,dictyBase: DDB_G0279095,protein-coding,3,,DDB_G0279095,,,,[],44689,352472
DDB_G0286501,rplP0,"DDBDRAFT_0218835, DDBDRAFT_0219977, DDB_0218835, DDB_0219977",60S acidic ribosomal protein P0,dictyBase: DDB_G0286501,protein-coding,4,,DDB_G0286501,,,,"[""ribosomal acidic phosphoprotein P0""]",44689,352472
DDB_G0277907,rplP1,"DDBDRAFT_0205516, DDBDRAFT_0214917, DDB_0205516, DDB_0214917",60S acidic ribosomal protein P1,dictyBase: DDB_G0277907,protein-coding,3,,DDB_G0277907,,,,"[""ribosomal acidic phosphoprotein P1""]",44689,352472
DDB_G0287995,rplp1B,"DDBDRAFT_0187726, DDBDRAFT_0304721, DDB_0187726, DDB_0304721",60S acidic ribosomal protein P1 beta,dictyBase: DDB_G0287995,protein-coding,5,,DDB_G0287995,,,,[],44689,352472
DDB_G0283393,rplP2,"DDBDRAFT_0191484, DDBDRAFT_0218491, DDB_0191484, DDB_0218491",60S acidic ribosomal protein P2,dictyBase: DDB_G0283393,protein-coding,4,,DDB_G0283393,,,,"[""ribosomal acidic phosphoprotein P2""]",44689,352472
DDB_G0271306,nmd3,"DDBDRAFT_0202851, DDBDRAFT_0302495, DDB_0202851, DDB_0302495",60S ribosomal export protein,dictyBase: DDB_G0271306,protein-coding,2,,DDB_G0271306,,,,[],44689,352472
DDB_G0291862,rpl3,"DDBDRAFT_0184143, DDBDRAFT_0191094, DDB_0184143, DDB_0191094",60S ribosomal protein L3,dictyBase: DDB_G0291862,protein-coding,6,,DDB_G0291862,,,,[],44689,352472
DDB_G0302511,rpl39,"DDBDRAFT_0302512, DDB_0302512",60S ribosomal protein L39,dictyBase: DDB_G0302511,protein-coding,5,,DDB_G0302511,,,,[],44689,352472
DDB_G0277803,rpl4,"DDBDRAFT_0218032, DDBDRAFT_0231241, DDB_0218032, DDB_0231241",60S ribosomal protein L4,dictyBase: DDB_G0277803,protein-coding,2,,DDB_G0277803,,,,[],44689,352472
DDB_G0278539,rpl5,"DDBDRAFT_0205521, DDBDRAFT_0231242, DDB_0205521, DDB_0231242",60S ribosomal protein L5,dictyBase: DDB_G0278539,protein-coding,3,,DDB_G0278539,,,,[],44689,352472
DDB_G0292460,rpl6,"DDBDRAFT_0184412, DDBDRAFT_0231338, DDB_0184412, DDB_0231338",60S ribosomal protein L6,dictyBase: DDB_G0292460,protein-coding,6,,DDB_G0292460,,,,[],44689,352472
DDB_G0277629,rpl7a,"DDBDRAFT_0203420, DDBDRAFT_0231339, DDB_0203420, DDB_0231339",60S ribosomal protein L7a,dictyBase: DDB_G0277629,protein-coding,2,,DDB_G0277629,,,,[],44689,352472
DDB_G0274113,rpl8,"DDBDRAFT_0167638, DDBDRAFT_0185202, DDB_0167638, DDB_0185202",60S ribosomal protein L8,dictyBase: DDB_G0274113,protein-coding,2,,DDB_G0274113,,,,[],44689,352472
DDB_G0278959,rpl9,"DDBDRAFT_0218134, DDBDRAFT_0231259, DDB_0218134, DDB_0231259",60S ribosomal protein L9,dictyBase: DDB_G0278959,protein-coding,3,,DDB_G0278959,,,,[],44689,352472
DDB_G0295477,nip7,"DDBDRAFT_0235213, DDB_0235213",60S ribosome subunit biogenesis protein,dictyBase: DDB_G0295477,protein-coding,2,,DDB_G0295477,,,,[],44689,352472
DDB_G0293766,MTH,"DDBDRAFT_0192111, DDBDRAFT_0233028, DDB_0192111, DDB_0233028","7,8-dihydro-8-oxoguanine triphosphatase",dictyBase: DDB_G0293766,protein-coding,6,,DDB_G0293766,,,,"[""NUDIX hydrolase family protein""]",44689,352472
DDB_G0269924,vps18,"DDBDRAFT_0190675, DDBDRAFT_0234134, DDB_0190675, DDB_0234134",7-fold repeat in clathrin and VPS proteins repeat-containing protein,dictyBase: DDB_G0269924,protein-coding,1,,DDB_G0269924,,,,"[""Pep3/Vps18/deep orange domain-containing protein""]",44689,352472
DDB_G0278141,vps11,"DDBDRAFT_0204454, DDBDRAFT_0234135, DDB_0204454, DDB_0234135",7-fold repeat in clathrin and VPS proteins repeat-containing protein,dictyBase: DDB_G0278141,protein-coding,3,,DDB_G0278141,,,,"[""RING zinc finger-containing protein"", ""tetratricopeptide-like helical domain-containing protein""]",44689,352472
DDB_G0286803,vps41,"DDBDRAFT_0218852, DDBDRAFT_0234133, DDB_0218852, DDB_0234133",7-fold repeat in clathrin and VPS proteins repeat-containing protein,dictyBase: DDB_G0286803,protein-coding,4,,DDB_G0286803,,,,"[""RING zinc finger-containing protein"", ""WD40 repeat-containing protein""]",44689,352472
DDB_G0292618,ogg1,"DDBDRAFT_0184479, DDBDRAFT_0233024, DDB_0184479, DDB_0233024",8-oxoguanine DNA-glycosylase,dictyBase: DDB_G0292618,protein-coding,6,,DDB_G0292618,,,,"[""DNA-formamidopyrimidine glycosylase""]",44689,352472
DDB_G0270764,MYH,"DDBDRAFT_0201993, DDBDRAFT_0232996, DDB_0201993, DDB_0232996",A/G-specific adenine DNA glycosylase,dictyBase: DDB_G0270764,protein-coding,1,,DDB_G0270764,,,,"[""monofunctional DNA glycosylase""]",44689,352472
DDB_G0274437,twfA,"DDBDRAFT_0167636, DDBDRAFT_0216426, DDB_0167636, DDB_0216426",A6 family protein kinase,dictyBase: DDB_G0274437,protein-coding,2,,DDB_G0274437,,,,[],44689,352472
DDB_G0272758,DDB_G0272758,"DDBDRAFT_0168957, DDBDRAFT_0232234, DDB_0168957, DDB_0232234",AAA ATPase domain-containing protein,dictyBase: DDB_G0272758,protein-coding,2,,DDB_G0272758,,,,"[""replication factor C conserved region domain-containing protein""]",44689,352472
DDB_G0276169,DDB_G0276169,"DDBDRAFT_0203483, DDBDRAFT_0233374, DDB_0203483, DDB_0233374",AAA ATPase domain-containing protein,dictyBase: DDB_G0276169,protein-coding,2,,DDB_G0276169,,,,[],44689,352472
DDB_G0278435,DDB_G0278435,"DDBDRAFT_0205453, DDBDRAFT_0237527, DDB_0205453, DDB_0237527",AAA ATPase domain-containing protein,dictyBase: DDB_G0278435,protein-coding,3,,DDB_G0278435,,,,[],44689,352472
DDB_G0279111,DDB_G0279111,"DDBDRAFT_0205041, DDBDRAFT_0235187, DDB_0205041, DDB_0235187",AAA ATPase domain-containing protein,dictyBase: DDB_G0279111,protein-coding,3,,DDB_G0279111,,,,[],44689,352472
DDB_G0280775,rvb2,"DDBDRAFT_0204724, DDBDRAFT_0233014, DDB_0204724, DDB_0233014",AAA ATPase domain-containing protein,dictyBase: DDB_G0280775,protein-coding,3,,DDB_G0280775,,,,"[""RuvB-like protein 2""]",44689,352472
DDB_G0281521,DDB_G0281521,"DDBDRAFT_0218307, DDBDRAFT_0220704, DDB_0218307, DDB_0220704",AAA ATPase domain-containing protein,dictyBase: DDB_G0281521,protein-coding,3,,DDB_G0281521,,,,"[""BRAT group protein"", ""bromodomain-containing protein""]",44689,352472
DDB_G0282181,nvl,"DDBDRAFT_0218364, DDBDRAFT_0237516, DDB_0218364, DDB_0237516",AAA ATPase domain-containing protein,dictyBase: DDB_G0282181,protein-coding,3,,DDB_G0282181,,,,"[""nuclear VCP-like protein"", ""valosin-containing protein""]",44689,352472
DDB_G0282215,DDB_G0282215,"DDBDRAFT_0205271, DDBDRAFT_0267128, DDB_0205271, DDB_0267128",AAA ATPase domain-containing protein,dictyBase: DDB_G0282215,protein-coding,3,,DDB_G0282215,,,,[],44689,352472
DDB_G0283637,xrcc3,"DDBDRAFT_0185591, DDBDRAFT_0232275, DDB_0185591, DDB_0232275",AAA ATPase domain-containing protein,dictyBase: DDB_G0283637,protein-coding,4,,DDB_G0283637,,,,[],44689,352472
DDB_G0284347,vps4,"DDBDRAFT_0185960, DDBDRAFT_0234037, DDB_0185960, DDB_0234037",AAA ATPase domain-containing protein,dictyBase: DDB_G0284347,protein-coding,4,,DDB_G0284347,,,,"[""MIT domain-containing protein""]",44689,352472
DDB_G0286765,DDB_G0286765,"DDBDRAFT_0187138, DDBDRAFT_0229898, DDB_0187138, DDB_0229898",AAA ATPase domain-containing protein,dictyBase: DDB_G0286765,protein-coding,4,,DDB_G0286765,,,,"[""BCS1-like protein""]",44689,352472
DDB_G0287165,DDB_G0287165,"DDBDRAFT_0187317, DDBDRAFT_0231319, DDB_0187317, DDB_0231319",AAA ATPase domain-containing protein,dictyBase: DDB_G0287165,protein-coding,4,,DDB_G0287165,,,,"[""MIT domain-containing protein""]",44689,352472
DDB_G0288993,smc6,"DDBDRAFT_0188203, DDBDRAFT_0231143, DDB_0188203, DDB_0231143",AAA ATPase domain-containing protein,dictyBase: DDB_G0288993,protein-coding,5,,DDB_G0288993,,,,"[""structural maintenance of chromosome protein""]",44689,352472
DDB_G0289047,DDB_G0289047,"DDBDRAFT_0188234, DDBDRAFT_0231600, DDB_0188234, DDB_0231600",AAA ATPase domain-containing protein,dictyBase: DDB_G0289047,protein-coding,5,,DDB_G0289047,,,,[],44689,352472
DDB_G0289467,DD8-14,"DDBDRAFT_0188434, DDBDRAFT_0231686, DDB_0188434, DDB_0231686",AAA ATPase domain-containing protein,dictyBase: DDB_G0289467,protein-coding,5,,DDB_G0289467,,,,[],44689,352472
DDB_G0290297,xrcc2,"DDBDRAFT_0188824, DDBDRAFT_0232273, DDB_0188824, DDB_0232273",AAA ATPase domain-containing protein,dictyBase: DDB_G0290297,protein-coding,5,,DDB_G0290297,,,,[],44689,352472
DDB_G0290919,smc5,"DDBDRAFT_0189153, DDBDRAFT_0231142, DDB_0189153, DDB_0231142",AAA ATPase domain-containing protein,dictyBase: DDB_G0290919,protein-coding,5,,DDB_G0290919,,,,"[""structural maintenance of chromosome protein""]",44689,352472
DDB_G0291314,DDB_G0291314,"DDBDRAFT_0183816, DDBDRAFT_0231601, DDB_0183816, DDB_0231601",AAA ATPase domain-containing protein,dictyBase: DDB_G0291314,protein-coding,6,,DDB_G0291314,,,,[],44689,352472
DDB_G0292788,pex6,"DDBDRAFT_0191640, DDBDRAFT_0238049, DDB_0191640, DDB_0238049",AAA ATPase domain-containing protein,dictyBase: DDB_G0292788,protein-coding,6,,DDB_G0292788,,,,"[""peroxin 6"", ""peroxisomal biogenesis factor 6""]",44689,352472
DDB_G0293220,gpn1,"DDBDRAFT_0191829, DDBDRAFT_0233477, DDB_0191829, DDB_0233477",AAA ATPase domain-containing protein,dictyBase: DDB_G0293220,protein-coding,6,,DDB_G0293220,,,,"[""GPN-loop GTPase 1"", ""Ras GTPase domain-containing protein""]",44689,352472
DDB_G0293226,rvb1,"DDBDRAFT_0191832, DDBDRAFT_0233013, DDB_0191832, DDB_0233013",AAA ATPase domain-containing protein,dictyBase: DDB_G0293226,protein-coding,6,,DDB_G0293226,,,,"[""RuvB-like protein 1""]",44689,352472
DDB_G0273451,DDB_G0273451,"DDBDRAFT_0203342, DDBDRAFT_0266969, DDB_0203342, DDB_0266969","AAA+ ATPase, core domain-containing protein",dictyBase: DDB_G0273451,protein-coding,2,,DDB_G0273451,,,,[],44689,352472
DDB_G0273573,DDB_G0273573,"DDBDRAFT_0217202, DDBDRAFT_0266970, DDB_0217202, DDB_0266970","AAA+ ATPase, core domain-containing protein",dictyBase: DDB_G0273573,protein-coding,2,,DDB_G0273573,,,,[],44689,352472
DDB_G0272845,DDB_G0272845,"DDBDRAFT_0202696, DDBDRAFT_0231200, DDB_0202696, DDB_0231200",AB-hydrolase associated lipase region containing protein,dictyBase: DDB_G0272845,protein-coding,2,,DDB_G0272845,,,,[],44689,352472
DDB_G0267438,abcA2,"DDBDRAFT_0189512, DDBDRAFT_0191223, DDB_0189512, DDB_0191223",ABC transporter A family protein,dictyBase: DDB_G0267438,protein-coding,1,,DDB_G0267438,,,,[],44689,352472
DDB_G0271138,abcA8,"DDBDRAFT_0202817, DDBDRAFT_0216250, DDB_0202817, DDB_0216250",ABC transporter A family protein,dictyBase: DDB_G0271138,protein-coding,2,,DDB_G0271138,,,,[],44689,352472
DDB_G0271140,abcA7,"DDBDRAFT_0202816, DDBDRAFT_0215337, DDB_0202816, DDB_0215337",ABC transporter A family protein,dictyBase: DDB_G0271140,protein-coding,2,,DDB_G0271140,,,,[],44689,352472
DDB_G0274119,abcA5,"DDBDRAFT_0167792, DDBDRAFT_0191224, DDB_0167792, DDB_0191224",ABC transporter A family protein,dictyBase: DDB_G0274119,protein-coding,2,,DDB_G0274119,,,,[],44689,352472
DDB_G0274121,abcA4,"DDBDRAFT_0217478, DDBDRAFT_0219982, DDB_0217478, DDB_0219982",ABC transporter A family protein,dictyBase: DDB_G0274121,protein-coding,2,,DDB_G0274121,,,,[],44689,352472
DDB_G0275453,abcA11,"DDBDRAFT_0217734, DDBDRAFT_0219981, DDB_0217734, DDB_0219981",ABC transporter A family protein,dictyBase: DDB_G0275453,protein-coding,2,,DDB_G0275453,,,,[],44689,352472
DDB_G0283387,abcA10,"DDBDRAFT_0185487, DDBDRAFT_0191529, DDB_0185487, DDB_0191529",ABC transporter A family protein,dictyBase: DDB_G0283387,protein-coding,4,,DDB_G0283387,,,,[],44689,352472
DDB_G0291245,abcA6,"DDBDRAFT_0183894, DDBDRAFT_0201627, DDB_0183894, DDB_0201627",ABC transporter A family protein,dictyBase: DDB_G0291245,protein-coding,6,,DDB_G0291245,,,,[],44689,352472
DDB_G0291980,abcA9,"DDBDRAFT_0184186, DDBDRAFT_0201653, DDB_0184186, DDB_0201653",ABC transporter A family protein,dictyBase: DDB_G0291980,protein-coding,6,,DDB_G0291980,,,,[],44689,352472
DDB_G0291994,abcA1,"DDBDRAFT_0184187, DDBDRAFT_0191222, DDB_0184187, DDB_0191222",ABC transporter A family protein,dictyBase: DDB_G0291994,protein-coding,6,,DDB_G0291994,,,,[],44689,352472
DDB_G0293436,abcA3,"DDBDRAFT_0201662, DDBDRAFT_0219856, DDB_0201662, DDB_0219856",ABC transporter A family protein,dictyBase: DDB_G0293436,protein-coding,6,,DDB_G0293436,,,,[],44689,352472
DDB_G0269720,abcB7,"DDBDRAFT_0190501, DDBDRAFT_0220443, DDB_0190501, DDB_0220443",ABC transporter B family protein,dictyBase: DDB_G0269720,protein-coding,1,,DDB_G0269720,,,,[],44689,352472
DDB_G0279915,abcB4,"DDBDRAFT_0208540, DDBDRAFT_0218208, DDB_0208540, DDB_0218208",ABC transporter B family protein,dictyBase: DDB_G0279915,protein-coding,3,,DDB_G0279915,,,,[],44689,352472
DDB_G0282931,abcB6,"DDBDRAFT_0214896, DDBDRAFT_0218422, DDB_0214896, DDB_0218422",ABC transporter B family protein,dictyBase: DDB_G0282931,protein-coding,4,,DDB_G0282931,,,,[],44689,352472
DDB_G0286119,tagB,"DDBDRAFT_0186826, DDBDRAFT_0191217, DDB_0186826, DDB_0191217",ABC transporter B family protein,dictyBase: DDB_G0286119,protein-coding,4,,DDB_G0286119,,,,"[""serine protease""]",44689,352472
DDB_G0286121,tagC,"DDBDRAFT_0186825, DDBDRAFT_0191192, DDB_0186825, DDB_0191192",ABC transporter B family protein,dictyBase: DDB_G0286121,protein-coding,4,,DDB_G0286121,,,,"[""serine protease""]",44689,352472
DDB_G0286123,tagD,"DDBDRAFT_0191427, DDBDRAFT_0215866, DDB_0191427, DDB_0215866",ABC transporter B family protein,dictyBase: DDB_G0286123,protein-coding,4,,DDB_G0286123,,,,"[""serine protease""]",44689,352472
DDB_G0291714,abcB3,"DDBDRAFT_0184036, DDBDRAFT_0201629, DDB_0184036, DDB_0201629",ABC transporter B family protein,dictyBase: DDB_G0291714,protein-coding,6,,DDB_G0291714,,,,[],44689,352472
DDB_G0292554,abcB5,"DDBDRAFT_0184449, DDBDRAFT_0201625, DDB_0184449, DDB_0201625",ABC transporter B family protein,dictyBase: DDB_G0292554,protein-coding,6,,DDB_G0292554,,,,[],44689,352472
DDB_G0293002,tagA,"DDBDRAFT_0191781, DDBDRAFT_0229852, DDB_0191781, DDB_0229852",ABC transporter B family protein,dictyBase: DDB_G0293002,protein-coding,6,,DDB_G0293002,,,,"[""serine protease""]",44689,352472
DDB_G0293416,abcB1,"DDBDRAFT_0201666, DDBDRAFT_0219854, DDB_0201666, DDB_0219854",ABC transporter B family protein,dictyBase: DDB_G0293416,protein-coding,6,,DDB_G0293416,,,,[],44689,352472
DDB_G0293438,abcB2,"DDBDRAFT_0191940, DDBDRAFT_0201670, DDB_0191940, DDB_0201670",ABC transporter B family protein,dictyBase: DDB_G0293438,protein-coding,6,,DDB_G0293438,,,,[],44689,352472
DDB_G0280055,abcC2,"DDBDRAFT_0206505, DDBDRAFT_0220024, DDB_0206505, DDB_0220024",ABC transporter C family protein,dictyBase: DDB_G0280055,protein-coding,3,,DDB_G0280055,,,,[],44689,352472
DDB_G0280459,abcC15,"DDBDRAFT_0216384, DDBDRAFT_0218241, DDB_0216384, DDB_0218241",ABC transporter C family protein,dictyBase: DDB_G0280459,protein-coding,3,,DDB_G0280459,,,,[],44689,352472
DDB_G0280539,abcC13,"DDBDRAFT_0206037, DDBDRAFT_0215342, DDB_0206037, DDB_0215342",ABC transporter C family protein,dictyBase: DDB_G0280539,protein-coding,3,,DDB_G0280539,,,,[],44689,352472
DDB_G0280541,abcC1,"DDBDRAFT_0206042, DDBDRAFT_0215360, DDB_0206042, DDB_0215360",ABC transporter C family protein,dictyBase: DDB_G0280541,protein-coding,3,,DDB_G0280541,,,,[],44689,352472
DDB_G0280973,abcC12,"DDBDRAFT_0204131, DDBDRAFT_0214809, DDB_0204131, DDB_0214809",ABC transporter C family protein,dictyBase: DDB_G0280973,protein-coding,3,,DDB_G0280973,,,,[],44689,352472
DDB_G0280977,abcC10,"DDBDRAFT_0204133, DDBDRAFT_0215367, DDB_0204133, DDB_0215367",ABC transporter C family protein,dictyBase: DDB_G0280977,protein-coding,3,,DDB_G0280977,,,,[],44689,352472
DDB_G0284867,abcC8,"DDBDRAFT_0186232, DDBDRAFT_0191225, DDB_0186232, DDB_0191225",ABC transporter C family protein,dictyBase: DDB_G0284867,protein-coding,4,,DDB_G0284867,,,,[],44689,352472
DDB_G0285165,abcC9,"DDBDRAFT_0215814, DDBDRAFT_0216237, DDB_0215814, DDB_0216237",ABC transporter C family protein,dictyBase: DDB_G0285165,protein-coding,4,,DDB_G0285165,,,,[],44689,352472
DDB_G0286559,abcC5,"DDBDRAFT_0187089, DDBDRAFT_0220025, DDB_0187089, DDB_0220025",ABC transporter C family protein,dictyBase: DDB_G0286559,protein-coding,4,,DDB_G0286559,,,,[],44689,352472
